icd6-7,icd8,icd9,icd10,icd10 code,icd10 term,concept_id,concept_name,vocabulary_id,domain_id,standard_concept,
,,,icd10_D252,d25.2,subserosal leiomyoma of uterus,195770,Subserous leiomyoma of uterus,SNOMED,Condition,S,
,,,icd10_D259,d25.9,leiomyoma of uterus, unspecified,197236,Uterine leiomyoma,SNOMED,Condition,S,
,,,icd10_D26,d26,other benign neoplasms of uterus,195500,Benign neoplasm of uterus,SNOMED,Condition,S,
,,,icd10_D260,d26.0,cervix uteri,196364,Benign neoplasm of uterine cervix,SNOMED,Condition,S,
,,,icd10_D261,d26.1,corpus uteri,193439,Benign neoplasm of body of uterus,SNOMED,Condition,S,
,,,icd10_D267,d26.7,other parts of uterus,195500,Benign neoplasm of uterus,SNOMED,Condition,S,
,,,icd10_D269,d26.9,uterus, unspecified,195500,Benign neoplasm of uterus,SNOMED,Condition,S,
,,,icd10_D27,d27,benign neoplasm of ovary,199764,Benign neoplasm of ovary,SNOMED,Condition,S,
,,,icd10_D28,d28,benign neoplasm of other and unspecified female genital organs,201817,Benign neoplasm of female genital organ,SNOMED,Condition,S,
,,,icd10_D280,d28.0,vulva,438390,Benign neoplasm of vulva,SNOMED,Condition,S,
,,,icd10_D281,d28.1,vagina,201244,Benign neoplasm of vagina,SNOMED,Condition,S,
,,,icd10_D282,d28.2,uterine tubes and ligaments,198108,Benign neoplasm of fallopian tubes and uterine ligaments,SNOMED,Condition,S,
,,,icd10_D287,d28.7,other specified female genital organs,201817,Benign neoplasm of female genital organ,SNOMED,Condition,S,
,,,icd10_D289,d28.9,female genital organ, unspecified,201817,Benign neoplasm of female genital organ,SNOMED,Condition,S,
,,,icd10_D29,d29,benign neoplasm of male genital organs,200670,Benign neoplasm of male genital organ,SNOMED,Condition,S,
,,,icd10_D290,d29.0,penis,201823,Benign neoplasm of penis,SNOMED,Condition,S,
,,,icd10_D291,d29.1,prostate,197237,Benign neoplasm of prostate,SNOMED,Condition,S,
,,,icd10_D292,d29.2,testis,436366,Benign neoplasm of testis,SNOMED,Condition,S,
,,,icd10_D293,d29.3,epididymis,73723,Benign neoplasm of epididymis,SNOMED,Condition,S,
,,,icd10_D294,d29.4,scrotum,74322,Benign neoplasm of scrotum,SNOMED,Condition,S,
,,,icd10_D297,d29.7,other male genital organs,200670,Benign neoplasm of male genital organ,SNOMED,Condition,S,Manual mapping via ICD10 (not ICD10CM)
,,,icd10_D299,d29.9,male genital organ, unspecified,200670,Benign neoplasm of male genital organ,SNOMED,Condition,S,
icd7_219,icd8_223,icd9_223,icd10_D30,d30,benign neoplasm of urinary organs,78706,Benign neoplasm of urinary system,SNOMED,Condition,S,
,,,icd10_D300,d30.0,benign neoplasm of kidney,195498,Benign neoplasm of kidney,SNOMED,Condition,S,
,icd8_2231,icd9_2231,icd10_D301,d30.1,benign neoplasm of renal pelvis,200671,Benign neoplasm of renal pelvis,SNOMED,Condition,S,
,icd8_2232,icd9_2232,icd10_D302,d30.2,benign neoplasm of ureter,198103,Benign neoplasm of ureter,SNOMED,Condition,S,
,icd8_2233,icd9_2233,icd10_D303,d30.3,benign neoplasm of bladder,201824,Benign neoplasm of bladder,SNOMED,Condition,S,
,,,icd10_D304,d30.4,benign neoplasm of urethra,196377,Benign neoplasm of urethra,SNOMED,Condition,S,
,icd8_2238,icd9_2238,icd10_D307,d30.7,benign neoplasm of other urinary organs,78706,Benign neoplasm of urinary system,SNOMED,Condition,S,Manual mapping via ICD10 (not ICD10CM)
,icd8_2239,icd9_2239,icd10_D309,d30.9,benign neoplasm of urinary organ, unspecified,78706,Benign neoplasm of urinary system,SNOMED,Condition,S,
,,,icd10_D31,d31,benign neoplasm of eye and adnexa,381252,Benign neoplasm of eye,SNOMED,Condition,S,
,,,icd10_D310,d31.0,conjunctiva,373982,Benign neoplasm of conjunctiva,SNOMED,Condition,S,
,,,icd10_D311,d31.1,cornea,373160,Benign neoplasm of cornea,SNOMED,Condition,S,
,,,icd10_D312,d31.2,retina,372272,Benign neoplasm of retina,SNOMED,Condition,S,
,,,icd10_D313,d31.3,choroid,436948,Benign neoplasm of choroid,SNOMED,Condition,S,
,,,icd10_D314,d31.4,ciliary body,4239873,Benign neoplasm of ciliary body,SNOMED,Condition,S,
,,,icd10_D315,d31.5,lacrimal gland and duct,134604,Benign neoplasm of lacrimal gland,SNOMED,Condition,S,
,,,icd10_D316,d31.6,orbit, unspecified,433987,Benign neoplasm of orbit,SNOMED,Condition,S,
,,,icd10_D319,d31.9,eye, unspecified,381252,Benign neoplasm of eye,SNOMED,Condition,S,
,,,icd10_D32,d32,benign neoplasm of meninges,4003171,Benign neoplasm of meninges,SNOMED,Condition,S,
,icd8_2252,icd9_2252,icd10_D320,d32.0,benign neoplasm of cerebral meninges,376063,Benign neoplasm of cerebral meninges,SNOMED,Condition,S,
,icd8_2254,icd9_2254,icd10_D321,d32.1,benign neoplasm of spinal meninges,135767,Benign neoplasm of spinal meninges,SNOMED,Condition,S,
,,,icd10_D329,d32.9,benign neoplasm of meninges, unspecified,4003171,Benign neoplasm of meninges,SNOMED,Condition,S,
icd7_223,icd8_225,icd9_225,icd10_D33,d33,benign neoplasm of brain and other parts of central nervous system,4239871,Benign neoplasm of central nervous system,SNOMED,Condition,S,
,,,icd10_D330,d33.0,benign neoplasm of brain, supratentorial,4093950,Benign neoplasm of brain, supratentorial,SNOMED,Condition,S,
,,,icd10_D331,d33.1,benign neoplasm of brain, infratentorial,379769,Benign neoplasm of brain,SNOMED,Condition,S,
,icd8_2250,icd9_2250,icd10_D332,d33.2,benign neoplasm of brain, unspecified,379769,Benign neoplasm of brain,SNOMED,Condition,S,
,icd8_2251,icd9_2251,icd10_D333,d33.3,benign neoplasm of cranial nerves,436936,Benign neoplasm of cranial nerve,SNOMED,Condition,S,
,icd8_2253,icd9_2253,icd10_D334,d33.4,benign neoplasm of spinal cord,138117,Benign neoplasm of spinal cord,SNOMED,Condition,S,
,,icd9_2258,icd10_D337,d33.7,benign neoplasm of other specified parts of central nervous system,373432,Benign neoplasm of nervous system,SNOMED,Condition,S,
,icd8_2259,icd9_2259,icd10_D339,d33.9,benign neoplasm of central nervous system, unspecified,4239871,Benign neoplasm of central nervous system,SNOMED,Condition,S,
,,,icd10_D34,d34,benign neoplasm of thyroid gland,141249,Benign neoplasm of thyroid gland,SNOMED,Condition,S,
,,,icd10_D35,d35,benign neoplasm of other and unspecified endocrine glands,136937,Benign neoplasm of endocrine gland,SNOMED,Condition,S,
,,,icd10_D350,d35.0,benign neoplasm of adrenal gland,192273,Benign neoplasm of adrenal gland,SNOMED,Condition,S,
,,,icd10_D351,d35.1,benign neoplasm of parathyroid gland,134304,Benign neoplasm of parathyroid gland,SNOMED,Condition,S,
,icd8_2262,icd9_2273,icd10_D352,d35.2,benign neoplasm of pituitary gland,4242816,Benign neoplasm of pituitary gland,SNOMED,Condition,S,
,,,icd10_D353,d35.3,benign neoplasm of craniopharyngeal duct,4241026,Benign neoplasm of craniopharyngeal duct,SNOMED,Condition,S,
,icd8_2263,icd9_2274,icd10_D354,d35.4,benign neoplasm of pineal gland,28115,Benign neoplasm of pineal gland,SNOMED,Condition,S,
,,,icd10_D355,d35.5,benign neoplasm of carotid body,24884,Benign neoplasm of carotid body,SNOMED,Condition,S,
,,,icd10_D356,d35.6,benign neoplasm of aortic body and other paraganglia,444463,Benign neoplasm of paraganglion,SNOMED,Condition,S,
,,,icd10_D357,d35.7,benign neoplasm of other specified endocrine glands,136937,Benign neoplasm of endocrine gland,SNOMED,Condition,S,
,,,icd10_D358,d35.8,benign neoplasm of pluriglandular involvement,4242361,Benign neoplasm of multiple endocrine glands,SNOMED,Condition,S,Manual mapping via ICD10 (not ICD10CM)
,,,icd10_D359,d35.9,benign neoplasm of endocrine gland, unspecified,136937,Benign neoplasm of endocrine gland,SNOMED,Condition,S,
,,,icd10_D36,d36,benign neoplasm of other and unspecified sites,435506,Benign neoplastic disease,SNOMED,Condition,S,
,,,icd10_D360,d36.0,lymph nodes,315505,Benign neoplasm of lymph node,SNOMED,Condition,S,
,,,icd10_D361,d36.1,peripheral nerves and autonomic nervous system,4252861,Benign neoplasm of autonomic nerve,SNOMED,Condition,S,
,,,icd10_D367,d36.7,other specified sites,435506,Benign neoplastic disease,SNOMED,Condition,S,
,,,icd10_D369,d36.9,benign neoplasm of unspecified site,435506,Benign neoplastic disease,SNOMED,Condition,S,
,,,icd10_D37,d37,neoplasm of uncertain or unknown behavior of oral cavity and digestive organs,40492458,Neoplasm of uncertain behavior of digestive organ,SNOMED,Condition,S,
,,,icd10_D370,d37.0,lip, oral cavity and pharynx,436080,Neoplasm of uncertain behavior of lip, oral cavity and pharynx,SNOMED,Condition,S,
,,,icd10_D371,d37.1,stomach,201529,Neoplasm of uncertain behavior of stomach,SNOMED,Condition,S,
,,,icd10_D372,d37.2,small intestine,4317816,Neoplasm of uncertain behavior of small intestine,SNOMED,Condition,S,
,,,icd10_D373,d37.3,appendic,4314207,Neoplasm of uncertain behavior of appendix,SNOMED,Condition,S,
,,,icd10_D374,d37.4,colon,4317409,Neoplasm of uncertain behavior of colon,SNOMED,Condition,S,
,,,icd10_D375,d37.5,rectum,442141,Neoplasm of uncertain behavior of rectum,SNOMED,Condition,S,
,,,icd10_D376,d37.6,liver, gallbladder and bile ducts,199767,Neoplasm of uncertain behavior of liver and/or biliary passages,SNOMED,Condition,S,
,,,icd10_D377,d37.7,other digestive organs,40492458,Neoplasm of uncertain behavior of digestive organ,SNOMED,Condition,S,Manual mapping via ICD10 (not ICD10CM)
,,,icd10_D379,d37.9,digestive organ, unspecified,40492458,Neoplasm of uncertain behavior of digestive organ,SNOMED,Condition,S,
,,,icd10_D38,d38,neoplasm of uncertain or unknown behavior of middle ear and respiratory and intrathoracic organs,4317685,Neoplasm of uncertain behavior of respiratory tract,SNOMED,Condition,S,
,,,icd10_D380,d38.0,larynx,22274,Neoplasm of uncertain behavior of larynx,SNOMED,Condition,S,
,,,icd10_D381,d38.1,trachea, bronchus and lung,4317685,Neoplasm of uncertain behavior of respiratory tract,SNOMED,Condition,S,
,,,icd10_D382,d38.2,pleura,442140,Neoplasm of uncertain behavior of pleura,SNOMED,Condition,S,
,,,icd10_D383,d38.3,mediastinum,442147,Neoplasm of uncertain behavior of mediastinum,SNOMED,Condition,S,
,,,icd10_D384,d38.4,thymus,439773,Neoplasm of uncertain behavior of thymus,SNOMED,Condition,S,
,,,icd10_D385,d38.5,other respiratory organs,4317685,Neoplasm of uncertain behavior of respiratory tract,SNOMED,Condition,S,
,,,icd10_D386,d38.6,respiratory organ, unspecified,4317685,Neoplasm of uncertain behavior of respiratory tract,SNOMED,Condition,S,
,,,icd10_D39,d39,neoplasm of uncertain or unknown behavior of female genital organs,193437,Neoplasm of uncertain behavior of female genital organ,SNOMED,Condition,S,
,,,icd10_D390,d39.0,uterus,195793,Neoplasm of uncertain behavior of uterus,SNOMED,Condition,S,
,,,icd10_D391,d39.1,ovary,200675,Neoplasm of uncertain behavior of ovary,SNOMED,Condition,S,
,,,icd10_D392,d39.2,placenta,194598,Neoplasm of uncertain behavior of placenta,SNOMED,Condition,S,
,,,icd10_D397,d39.7,other female genital organs,193437,Neoplasm of uncertain behavior of female genital organ,SNOMED,Condition,S,Manual mapping via ICD10 (not ICD10CM)
,,,icd10_D399,d39.9,female genital organ, unspecified,193437,Neoplasm of uncertain behavior of female genital organ,SNOMED,Condition,S,
,,,icd10_D40,d40,neoplasm of uncertain or unknown behavior of male genital organs,197518,Neoplasm of uncertain behavior of male genital organ,SNOMED,Condition,S,
,,,icd10_D400,d40.0,prostate,201527,Neoplasm of uncertain behavior of prostate,SNOMED,Condition,S,
,,,icd10_D401,d40.1,testis,440971,Neoplasm of uncertain behavior of testis,SNOMED,Condition,S,
,,,icd10_D407,d40.7,other male genital organs,197518,Neoplasm of uncertain behavior of male genital organ,SNOMED,Condition,S,Manual mapping via ICD10 (not ICD10CM)
,,,icd10_D409,d40.9,male genital organ, unspecified,197518,Neoplasm of uncertain behavior of male genital organ,SNOMED,Condition,S,
icd7_236,,,icd10_D41,d41,neoplasm of uncertain or unknown behavior of urinary organs,79765,Neoplasm of uncertain behavior of urinary system,SNOMED,Condition,S,
,,,icd10_D410,d41.0,kidney,198402,Neoplasm of uncertain behavior of kidney,SNOMED,Condition,S,
,icd8_2374,,icd10_D411,d41.1,renal pelvis,4316995,Neoplasm of uncertain behavior of renal pelvis,SNOMED,Condition,S,
,icd8_2375,,icd10_D412,d41.2,ureter,442129,Neoplasm of uncertain behavior of ureter,SNOMED,Condition,S,
,,,icd10_D413,d41.3,urethra,4316746,Neoplasm of uncertain behavior of urethra,SNOMED,Condition,S,
,icd8_2376,icd9_2367,icd10_D414,d41.4,bladder,198401,Neoplasm of uncertain behavior of bladder,SNOMED,Condition,S,
,,,icd10_D417,d41.7,other urinary organs,79765,Neoplasm of uncertain behavior of urinary system,SNOMED,Condition,S,Manual mapping via ICD10 (not ICD10CM)
,icd8_2379,icd9_2369,icd10_D419,d41.9,urinary organ, unspecified,79765,Neoplasm of uncertain behavior of urinary system,SNOMED,Condition,S,
,,icd9_2376,icd10_D42,d42,neoplasm of uncertain behavior of meninges,438997,Neoplasm of uncertain behavior of meninges,SNOMED,Condition,S,
,icd8_2383,,icd10_D420,d42.0,neoplasm of uncertain behavior of cerebral meninges,4314637,Neoplasm of uncertain behavior of cerebral meninges,SNOMED,Condition,S,
,icd8_2385,,icd10_D421,d42.1,neoplasm of uncertain behavior of spinal meninges,4317020,Neoplasm of uncertain behavior of spinal meninges,SNOMED,Condition,S,
,,,icd10_D429,d42.9,neoplasm of uncertain behavior of meninges, unspecified,438997,Neoplasm of uncertain behavior of meninges,SNOMED,Condition,S,
icd7_237,,,icd10_D43,d43,neoplasm of uncertain behavior of brain and central nervous system,4315940,Neoplasm of uncertain behavior of central nervous system,SNOMED,Condition,S,
,,,icd10_D430,d43.0,neoplasm of uncertain behavior of brain, supratentorial,4094118,Neoplasm of uncertain or unknown behavior of brain, supratentorial,SNOMED,Condition,S,
,,,icd10_D431,d43.1,neoplasm of uncertain behavior of brain, infratentorial,4096519,Neoplasm of uncertain or unknown behavior of brain, infratentorial,SNOMED,Condition,S,
,icd8_2381,,icd10_D432,d43.2,neoplasm of uncertain behavior of brain, unspecified,4313365,Neoplasm of uncertain behavior of brain,SNOMED,Condition,S,
,icd8_2382,,icd10_D433,d43.3,neoplasm of uncertain behavior of  cranial nerves,4313379,Neoplasm of uncertain behavior of cranial nerve,SNOMED,Condition,S,
,icd8_2383,,icd10_D434,d43.4,neoplasm of uncertain behavior of spinal cord,4317822,Neoplasm of uncertain behavior of spinal cord,SNOMED,Condition,S,
,,,icd10_D437,d43.7,neoplasm of uncertain behavior of  other parts of central nervous system,4315940,Neoplasm of uncertain behavior of central nervous system,SNOMED,Condition,S,Manual mapping via ICD10 (not ICD10CM)
,icd8_2389,,icd10_D439,d43.9,neoplasm of uncertain behavior of  central nervous system, unspecified,4315940,Neoplasm of uncertain behavior of central nervous system,SNOMED,Condition,S,
,,,icd10_D44,d44,neoplasm of uncertain behavior of endocrine glands,140357,Neoplasm of uncertain behavior of endocrine gland,SNOMED,Condition,S,
,,,icd10_D440,d44.0,neoplasm of uncertain behavior of thyroid gland,4317826,Neoplasm of uncertain behavior of thyroid gland,SNOMED,Condition,S,
,,,icd10_D441,d44.1,neoplasm of uncertain behavior of adrenal gland,196365,Neoplasm of uncertain behavior of adrenal gland,SNOMED,Condition,S,
,,,icd10_D442,d44.2,neoplasm of uncertain behavior of parathyroid gland,4316887,Neoplasm of uncertain behavior of parathyroid gland,SNOMED,Condition,S,
,,icd9_2370,icd10_D443,d44.3,neoplasm of uncertain behavior of pituitary gland,27835,Neoplasm of uncertain behavior of pituitary gland,SNOMED,Condition,S,
,,,icd10_D444,d44.4,neoplasm of uncertain behavior of craniopharyngeal duct,442167,Neoplasm of uncertain behavior of craniopharyngeal duct,SNOMED,Condition,S,
,,icd9_2371,icd10_D445,d44.5,neoplasm of uncertain behavior of pineal gland,22871,Neoplasm of uncertain behavior of pineal gland,SNOMED,Condition,S,
,,,icd10_D446,d44.6,neoplasm of uncertain behavior of carotid body,4314634,Neoplasm of uncertain behavior of carotid body,SNOMED,Condition,S,
,,,icd10_D447,d44.7,neoplasm of uncertain behavior of aortic body and other paraganglia,27516,Neoplasm of uncertain behavior of paraganglia,SNOMED,Condition,S,
,,,icd10_D448,d44.8,neoplasm of uncertain behavior of pluriglandular involvement,4316507,Neoplasm of uncertain behavior of multiple endocrine glands,SNOMED,Condition,S,Manual mapping via ICD10 (not ICD10CM)
,,,icd10_D449,d44.9,neoplasm of uncertain behavior of endocrine gland, unspecified,140357,Neoplasm of uncertain behavior of endocrine gland,SNOMED,Condition,S,
,icd8_208,icd9_2384,icd10_D45,d45,polycythemia vera,135214,Polycythemia vera (clinical),SNOMED,Condition,S,
,,,icd10_D46,d46,myelodysplastic syndromes,138994,Myelodysplastic syndrome (clinical),SNOMED,Condition,S,
,,,icd10_D460,d46.0,refractory anemia without sideroblasts, so stated,4099508,Refractory anemia without sideroblasts, so stated,SNOMED,Condition,S,
,,,icd10_D461,d46.1,refractory anemia with (ringed) sideroblasts,4003186,Refractory anemia with ringed sideroblasts (clinical),SNOMED,Condition,S,
,,,icd10_D462,d46.2,refractory anemia with excess blasts,136949,Refractory anemia with excess blasts (clinical),SNOMED,Condition,S,
,,,icd10_D463,d46.3,refractory anemia with excess blasts in transformation,4002495,Refractory anemia with excess blasts in transformation (clinical),SNOMED,Condition,S,Manual mapping via ICD10 (not ICD10CM)
,,,icd10_D464,d46.4,refractory anemia, unspecified,4003185,Refractory anemia (clinical),SNOMED,Condition,S,
,,,icd10_D465,d46.5,refractory anaemia with multi-lineage dysplasia,4003185,Refractory anemia (clinical),SNOMED,Condition,S,Manual mapping via ICD10 (not ICD10CM)
,,,icd10_D466,d46.6,myelodysplastic syndrome with isolated del(5q) chromosomal abnormality,136950,Myelodysplastic syndrome with isolated del(5q),SNOMED,Condition,S,Manual mapping via ICD10 (not ICD10CM)
,,,icd10_D467,d46.7,other myelodysplastic syndromes,138994,Myelodysplastic syndrome (clinical),SNOMED,Condition,S,Manual mapping via ICD10 (not ICD10CM)
,,,icd10_D469,d46.9,myelodysplastic syndrome, unspecified,138994,Myelodysplastic syndrome (clinical),SNOMED,Condition,S,
,,,icd10_D47,d47,other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue ,432582,Neoplastic disease of uncertain behavior,SNOMED,Condition,S,
,,,icd10_D470,d47.0,histiocytic and mast cell tumours of uncertain and unknown behaviour,432582,Neoplastic disease of uncertain behavior,SNOMED,Condition,S,
,icd8_209,,icd10_D471,d47.1,chronic myeloproliferative disease,4304484,Chronic myeloproliferative disorder (clinical),SNOMED,Condition,S,
,,,icd10_D472,d47.2,monoclonal gammopathy of undetermined significanse (mgus),4002359,Monoclonal gammopathy (clinical),SNOMED,Condition,S,
,,,icd10_D473,d47.3,essential (hemorrhagic) thrombocythemia,438383,Essential thrombocythemia,SNOMED,Condition,S,
,,,icd10_D474,d47.4,osteomyelofibrosis,140064,Myelosclerosis with myeloid metaplasia,SNOMED,Condition,S,
,,,icd10_D475,d47.5,chronic eosinophilic leukaemia (hypereosinophilic syndrome),4308623,Idiopathic hypereosinophilic syndrome,SNOMED,Condition,S,Manual mapping via ICD10 (not ICD10CM)
,,,icd10_D477,d47.7,other specified neoplasm of uncertain behavior of lymphoid, hematopoietic and related tissue,432582,Neoplastic disease of uncertain behavior,SNOMED,Condition,S,Manual mapping via ICD10 (not ICD10CM)
,,,icd10_D479,d47.9,neoplasm of uncertain behavior of lymphoid, hematopoietic and related tissue, unspecified,432582,Neoplastic disease of uncertain behavior,SNOMED,Condition,S,
,,,icd10_D48,d48,neoplasms of uncertain or unknown behavior of other and unspecified sites,432582,Neoplastic disease of uncertain behavior,SNOMED,Condition,S,
,,,icd10_D480,d48.0,bone and articular cartilage,36716624,Neoplasm of uncertain behavior of bone and articular cartilage,SNOMED,Condition,S,
,,,icd10_D481,d48.1,connective and other soft tissue,374313,Neoplasm of uncertain behavior of soft tissues,SNOMED,Condition,S,
,,,icd10_D482,d48.2,peripheral nerves and autonomic nervous system,4002341,Neoplasm of uncertain behavior of peripheral nerves and peripheral autonomic nervous system,SNOMED,Condition,S,
,,,icd10_D483,d48.3,retroperitoneum,4315953,Neoplasm of uncertain behavior of retroperitoneum,SNOMED,Condition,S,
,,,icd10_D484,d48.4,peritoneum,4099495,Neoplasm of uncertain behavior of peritoneum,SNOMED,Condition,S,
,,,icd10_D485,d48.5,skin,135777,Neoplasm of uncertain behavior of skin,SNOMED,Condition,S,
,,,icd10_D486,d48.6,breast,72578,Neoplasm of uncertain behavior of breast,SNOMED,Condition,S,
,,,icd10_D487,d48.7,other specified sites,432582,Neoplastic disease of uncertain behavior,SNOMED,Condition,S,
,,,icd10_D489,d48.9,neoplasm of uncertain or unknown behaviour, unspecified,432582,Neoplastic disease of uncertain behavior,SNOMED,Condition,S,
icd7_154,icd8_154,icd9_154,icd10_C20,c20,malignant neoplasm of rectum,74582,Primary malignant neoplasm of rectum,SNOMED,Condition,S,
icd7_163,,,icd10_C34,c34,malignant neoplasm of bronchus and lung,4311499,Primary malignant neoplasm of respiratory tract,SNOMED,Condition,S,
icd7_206,,,icd10_C96,c96,other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue,439392,Primary malignant neoplasm,SNOMED,Condition,S,
icd7_207,,,icd10_C96,c96,other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue,439392,Primary malignant neoplasm,SNOMED,Condition,S,
icd7_175,,,icd10_C56,c56,malignant neoplasm of ovary,200051,Primary malignant neoplasm of ovary,SNOMED,Condition,S,
